text,Gold Label
"After arriving in New Hampshire at 4 AM and being met with a welcoming committee of fired-up volunteers, we held our first event here this morning in Concord! Thank you to Debby Butler and everyone who joined us. We’re bringing our momentum to the Granite State!",no topic
"Every morning I get up, I think to myself, ""Is Beau proud of me?"" He’s the one who made me promise to stay engaged — and that promise guides me every day.",no topic
"Alright, folks. We're doing a happy hour tonight and you're invited. Join us at 6:30 PM ET at JoeBiden.com/Live.",no topic
I know what it's like to grow up in a family that lives paycheck to paycheck. That is something I will never forget.,no topic
BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!,economic
Joe Biden allowed China to rip off the United States for 40 years!,no topic
"With just four days until New Hampshire voters head to the polls, there’s no time to waste. We need your help to keep the momentum going from tonight’s #DemDebate. Chip in $5 to help power our campaign through this crucial stretch:",no topic
"I’m relying on your support to power my campaign. Together, I know we can defeat Donald Trump and protect our democracy. Just $5 can make a difference. Chip in today: https://joe.link/31kFQV7",no topic
"Today we hit the campaign trail — virtually. Join me live as we wrap up the day with a rally in Tampa, Florida:",no topic
"“The decision not to prosecute Andy McCabe is utterly inexplicable.” Judge Napolitano, Harris Faulkner. Fox News.",governance
"“Why isn’t anyone doing anything?”

This is the question survivor Patricia Maisch asked herself after seeing a woman gunned down in front of her in a grocery store.

I once asked myself the same question.

Now, gun safety reform is a central part of my life’s work. mikebloom.bg/397x5SO",safety
"‪I joined Chuck Rosa for a frigid early morning plunge in the Atlantic to stand in solidarity with the victims and survivors of the opioid epidemic. Chuck and his family are so inspiring with their incredible work @ChuckysFight to help prevent substance abuse.
https://www.facebook.com/watch/chuckysfight/","health, safety"
"When I was 39, I got laid off. I didn’t know what I’d do next. But I had an idea to start a company - so I took a chance. 

Today, our company employs 20,000 people and generates large profits, almost all of which goes to helping people across the country and around the world. I’ve always believed in investing in our employees and treating them well. We pay our employees very well and provide the best health care benefits money can buy. And if someone has a baby, they get six months of paid leave.

I’ve run my company according to my values: honesty, integrity, fairness, inclusion - and that’s the same approach I brought to city government. 

I believe my unique set of experiences in business, government, and philanthropy will enable me to win and lead.",no topic
This is a big victory for South Carolina. The right to vote is the most fundamental American right there is — we have to break down barriers to the ballot box and ensure every American can make their voice heard.,governance
Trump won't let him testify because he knows he's guilty.,no topic
Saw one of my heroes.,no topic
"Today’s the day, South Carolina! Confirm your polling location at IWillVote.com/SC, grab your photo ID, and make sure to get out and vote before 7 PM ET.",no topic
